Company_Name,Country,Sector,Overall_Rating,Overall_Score,Environmental_Score,Social_Score,Governance_Score
IMAX CORPORATION,CA,Media & Entertainment,0,7.1,6.7,5.7,5.6
IMDEX LTD,AU,Metals and Mining - Non-Precious Metals,0,6.4,4.5,6.0,6.4
IMPALA PLATINUM HOLDINGS LIMITED,ZA,Metals and Mining - Precious Metals,0,6.5,3.7,4.1,7.2
"IMPAX LABORATORIES, LLC",US,Pharmaceuticals,1,1.8,4.1,2.6,3.4
IMPERIAL BRANDS FINANCE PLC,GB,Tobacco,0,6.8,5.5,3.8,6.6
IMPERIAL BRANDS PLC,GB,Tobacco,0,6.8,5.5,3.8,6.6
IMPRIMERIES TRANSCONTINENTAL INC,CA,Containers & Packaging,0,6.3,7.4,5.2,6.0
INBANK,US,Banks,0,6.5,6.2,3.8,5.6
INCITEC PIVOT FINANCE LLC,US,Diversified Chemicals,0,6.8,4.6,3.2,7.1
INCITEC PIVOT LIMITED,AU,Diversified Chemicals,0,6.8,4.6,3.2,7.1
INCOMMUNITIES GROUP LIMITED,GB,Real Estate Management & Services,0,6.1,2.5,7.5,6.9
INCOMMUNITIES TREASURY PLC,GB,Real Estate Management & Services,0,6.1,2.5,7.5,6.9
"INCONTACT, INC",US,Software & Services,0,6.9,5.5,4.1,6.7
"INDEPENDENCE REALTY OPERATING PARTNERSHIP, LP",US,Real Estate Management & Services,1,1.8,3.3,1.0,6.4
"INDEPENDENCE REALTY TRUST, INC",US,Real Estate Management & Services,1,1.8,3.3,1.0,6.4
"INDEPENDENT BANK GROUP, INC",US,Banks,1,2.7,0.1,2.6,5.6
INDIANA MICHIGAN POWER COMPANY,US,Utilities,0,5.8,5.4,6.6,5.8
INDIANAPOLIS POWER & LIGHT COMPANY,US,Utilities,0,6.0,6.0,4.9,6.3
INDUSIND BANK LTD,IN,Banks,0,7.1,0.7,4.1,4.1
INDUSTRIAL BANK CO LTD SHANGHAI PILOT FREE TRADE ZONE BRANCH,CN,Banks,0,5.9,6.6,4.7,3.7
"INDUSTRIAL BANK CO,LTD",CN,Banks,0,5.9,6.6,4.7,3.7
INDUSTRIAL LOGISTICS PROPERTIES TRUST,US,Real Estate Management & Services,1,1.8,5.2,4.0,3.1
INFINERA CORPORATION,US,"Technology Hardware, Storage & Peripherals",0,6.7,2.6,5.0,6.1
INFOSYS LIMITED,IN,Software & Services,0,6.2,5.7,4.1,6.3
INFRASTRUTTURE WIRELESS ITALIANE SPA,IT,Telecommunication Services,0,6.3,10.0,7.3,4.2
INGERSOLL RAND INC,US,Industrial Machinery,0,6.0,4.7,3.0,5.9
"INNER MONGOLIA YITAI COAL CO, LTD",CN,Metals and Mining - Non-Precious Metals,1,2.3,2.6,1.8,3.2
INNOSPEC INC,US,Specialty Chemicals,0,7.1,5.2,3.3,6.8
INNOVATE CORP,US,Industrial Conglomerates,0,6.5,3.4,5.3,5.7
"INNOVATIVE INDUSTRIAL PROPERTIES, INC",US,Real Estate Management & Services,1,1.6,3.9,1.9,5.4
"INOVIO PHARMACEUTICALS, INC",US,Biotechnology,0,6.6,7.1,4.5,5.5
"INSIGHT ENTERPRISES, INC",US,"Electronic Equipment, Instruments & Components",0,6.8,2.8,4.4,6.3
INSTITUTO HERMES PARDINI SA,BR,Health Care Providers & Services,0,6.0,7.0,5.3,5.6
"INSUN Environmental New Technology Co, Ltd",KR,Commercial Services & Supplies,1,1.6,3.5,4.0,1.7
"INTAPP, INC",US,Software & Services,0,6.9,4.4,5.1,5.9
INTEC Inc,JP,Software & Services,0,7.1,6.6,5.4,4.9
"INTEGRYS HOLDING, INC",US,Utilities,0,6.5,6.4,5.0,6.0
INTEK GROUP SPA,IT,Metals and Mining - Non-Precious Metals,1,2.3,2.8,2.8,2.2
"INTELLIA THERAPEUTICS, INC",US,Biotechnology,0,5.9,7.1,5.0,4.8
"INTER PARFUMS, INC",US,Household & Personal Products,1,2.4,2.4,3.7,3.2
INTER PIPELINE LTD,CA,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.5,4.7,5.1,5.7
INTER RAO YEES PAO,RU,Utilities,1,2.85,6.9,6.8,0.1
INTERCEMENT BRASIL SA,BR,Construction Materials,1,2.4,4.0,0.8,2.8
"INTERCEMENT PORTUGAL, SA",PT,Construction Materials,1,2.4,4.0,0.8,2.8
"INTERCEPT PHARMACEUTICALS, INC",US,Biotechnology,1,2.4,5.5,2.9,4.5
INTERCHILE SA,CL,Utilities,0,5.8,7.4,7.4,2.7
"INTERCONTINENTAL EXCHANGE, INC",US,Diversified Financials,0,7.0,9.0,4.9,5.2
INTERFOR CORPORATION,CA,Paper & Forest Products,0,6.9,4.8,2.9,7.0
INTERLIGACAO ELETRICA DO MADEIRA SA,BR,Utilities,0,5.8,7.4,7.4,2.7
"INTERMUNE, INC",US,Pharmaceuticals,0,6.9,6.5,4.6,6.1
INTERNATIONAL BANCSHARES CORPORATION,US,Banks,0,6.2,0.0,3.9,4.4
"INTERNATIONAL CONTAINER TERMINAL SERVICES, INC",PH,Transportation Infrastructure,1,2.6,6.8,3.3,2.4
INTERNATIONAL LEASE FINANCE CORPORATION,US,Trading Companies & Distributors,0,7.1,6.1,5.0,6.0
INTERNATIONAL PAPER COMPANY,US,Containers & Packaging,0,7.0,6.1,4.7,5.8
"INTERNATIONAL SEAWAYS, INC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",1,2.1,1.5,3.5,6.5
INTERSTAR MILLENNIUM SERIES 2004-5 TRUST,AU,Life & Health Insurance,0,6.6,4.5,4.5,8.4
INTRALOT SA - INTEGRATED LOTTERY SYSTEMS & SERVICES,GR,Casinos & Gaming,0,6.5,5.9,6.1,4.9
"INTRALOT, INC",US,Casinos & Gaming,0,6.5,5.9,6.1,4.9
INVERFIN SDN BHD,MY,Banks,0,7.0,8.7,3.9,5.0
INVESCO FINANCE PLC,GB,Asset Management & Custody Banks,0,6.9,10.0,4.8,6.6
INVESCO LTD,US,Asset Management & Custody Banks,0,6.9,10.0,4.8,6.6
INVESCO MORTGAGE CAPITAL INC,US,Asset Management & Custody Banks,1,1.8,6.7,2.9,6.8
INVESTEC PROPERTY FUND LIMITED,ZA,Real Estate Management & Services,1,1.6,5.5,3.7,3.5
INVESTORE PROPERTY LIMITED,NZ,Real Estate Management & Services,1,2.1,3.0,1.1,6.8
INVITATION HOMES INC,US,Real Estate Management & Services,1,2.4,3.3,1.1,7.1
INVITATION HOMES OPERATING PARTNERSHIP LP,US,Real Estate Management & Services,1,2.4,3.3,1.1,7.1
ION BEAM APPLICATIONS SA,BE,Health Care Equipment & Supplies,0,7.1,10.0,6.1,5.0
"ION MEDIA NETWORKS, INC",US,Media & Entertainment,0,6.9,8.0,5.5,5.0
IPALCO ENTERPRISES INC,US,Utilities,0,6.0,6.0,4.9,6.3
IPSEN SA,FR,Pharmaceuticals,0,6.2,5.0,4.8,5.1
"IQIYI, INC",CN,Media & Entertainment,1,2.5,6.5,5.3,1.3
IR Japan Holdings Ltd,JP,Professional Services,1,1.5,7.0,3.5,4.9
IRB - BRASIL RESSEGUROS SA,BR,Multi-Line Insurance & Brokerage,1,1.8,5.3,3.4,4.3
IREN SPA,IT,Utilities,0,6.3,6.3,7.8,3.1
IRIDIUM COMMUNICATIONS INC,US,Telecommunication Services,0,6.6,6.9,5.5,5.8
IRIDIUM SATELLITE LLC,US,Telecommunication Services,0,6.6,6.9,5.5,5.8
"IRISO ELECTRONICS CO, LTD",JP,"Electronic Equipment, Instruments & Components",1,1.9,2.9,3.7,3.6
IRON MOUNTAIN (UK) PLC,GB,Software & Services,0,7.1,9.7,4.3,6.2
IRON MOUNTAIN INCORPORATED,US,Software & Services,0,7.1,9.7,4.3,6.2
"IRON MOUNTAIN INFORMATION MANAGEMENT SERVICES, INC",US,Software & Services,0,7.1,9.7,4.3,6.2
IRPC Public Company Limited,TH,"Oil & Gas Refining, Marketing, Transportation & Storage",0,5.8,5.1,10.0,2.9
ISA Investimentos e Participacoes do Brasil SA,BR,Utilities,0,5.8,7.4,7.4,2.7
ISRAEL DISCOUNT BANK LIMITED,IL,Banks,0,7.0,3.3,4.6,5.8
ISRAEL DISCOUNT BANK OF NEW YORK,US,Banks,0,7.0,3.3,4.6,5.8
ITALGAS SPA,IT,Utilities,0,6.5,10.0,8.4,4.8
ITAU BBA INTERNATIONAL (CAYMAN) LTD,KY,Banks,0,6.8,5.2,6.0,2.7
ITAU BBA INTERNATIONAL PLC,GB,Banks,0,6.8,5.2,6.0,2.7
ITAU UNIBANCO HOLDING SA,BR,Banks,0,6.8,5.2,6.0,2.7
ITAU UNIBANCO SA,KY,Banks,0,6.8,5.2,6.0,2.7
ITOCHU Techno-Solutions Corporation,JP,Software & Services,0,6.7,6.3,4.0,5.9
IVANHOE MINES LTD,CA,Metals and Mining - Non-Precious Metals,0,6.5,2.9,4.1,6.6
IWG Group Holdings Sa rl,LU,Real Estate Management & Services,0,6.6,3.9,7.2,6.0
IWG PLC,CH,Real Estate Management & Services,0,6.6,3.9,7.2,6.0
Ichigo Office REIT Investment Corporation,JP,Real Estate Management & Services,1,1.6,5.4,1.4,4.4
Icosavax Inc,US,Biotechnology,0,6.2,6.6,4.4,5.8
Iguatemi SA,BR,Real Estate Management & Services,1,2.4,2.9,5.9,4.6
"Iida Group Holdings Co,Ltd",JP,Real Estate Development & Diversified Activities,1,2.4,3.1,3.1,2.7
Imago BioSciences Inc,US,Biotechnology,0,6.2,6.4,4.5,5.9
Imeik Technology Development Co Ltd,CN,Biotechnology,1,1.7,4.9,3.5,3.8
Immunitybio Inc,US,Biotechnology,1,1.7,6.5,5.1,3.9
Immunotech Biopharm Ltd,CN,Biotechnology,1,2.8,6.9,4.1,4.0
Immunovant Inc,US,Biotechnology,0,6.9,7.3,4.5,4.1
Imperial Brands Finance Netherlands BV,NL,Tobacco,0,6.8,5.5,3.8,6.6
Implantica AG,LI,Health Care Equipment & Supplies,0,6.8,6.0,6.9,4.5
"Inabata & Co,Ltd",JP,Trading Companies & Distributors,1,2.0,4.3,5.0,3.3
Indus Towers Limited,IN,Telecommunication Services,1,2.2,10.0,5.5,1.9
Industrial Bank Co Ltd (Hong Kong Branch),HK,Banks,0,5.9,6.6,4.7,3.7
"Industrial Bank Financial Leasing Co, Ltd",CN,Banks,0,5.9,6.6,4.7,3.7
"Industrial Consumer Finance CO, LTD",CN,Banks,0,5.9,6.6,4.7,3.7
Industries Qatar QPSC,QA,Industrial Conglomerates,1,1.6,2.5,7.5,0.6
Indutrade Aktiebolag,SE,Industrial Machinery,0,7.1,3.6,5.8,6.5
"Infraestructura Energetica Nova, SAB de CV",MX,Utilities,0,7.0,8.1,10.0,3.6
Ingenic Semiconductor Co Ltd,CN,Semiconductors & Semiconductor Equipment,1,2.4,2.1,4.7,4.9
"Ingles Markets, Incorporated",US,Retail - Food & Staples,1,1.6,2.6,4.0,1.9
Inhibrx Inc,US,Biotechnology,1,2.8,5.4,4.3,5.9
"Inmobiliaria Colonial, SOCIMI, SA",ES,Real Estate Management & Services,0,6.3,6.9,4.2,6.0
Instone Real Estate Group SE,DE,Real Estate Development & Diversified Activities,0,5.9,4.9,4.5,5.8
InterCement Financial Operations BV,NL,Construction Materials,1,2.4,4.0,0.8,2.8
Interconexion Electrica SA ESP,CO,Utilities,0,5.8,7.4,7.4,2.7
Interglobe Aviation Ltd,IN,Airlines,1,2.5,2.7,3.8,3.6
"International Consolidated Airlines Group, SA",GB,Airlines,1,2.8,2.5,3.9,4.4
Interroll Holding AG,CH,Industrial Machinery,0,6.0,3.6,5.4,6.1
Intra-Cellular Therapies Inc,US,Pharmaceuticals,0,6.4,3.0,4.7,4.7
Intralot Capital Luxembourg SA,LU,Casinos & Gaming,0,6.5,5.9,6.1,4.9
"Inversora Bursatil, SA de CV, Casa de Bolsa Grupo Financiero Inbursa",MX,Banks,1,1.6,0.4,4.0,1.9
Investmentaktiebolaget Latour,SE,Industrial Conglomerates,0,6.0,4.4,4.4,4.6
Investor Aktiebolag,SE,Diversified Financials,0,7.0,8.6,5.9,4.3
Invisio AB,SE,Aerospace & Defense,0,6.5,2.0,4.6,5.8
Ipiranga Produtos de Petroleo SA,BR,"Oil & Gas Refining, Marketing, Transportation & Storage",0,7.0,6.8,3.3,4.6
"Iron Mountain Information Management, LLC",US,Software & Services,0,7.1,9.7,4.3,6.2
Isetan Mitsukoshi Holdings Ltd,JP,Retail - Consumer Discretionary,0,6.3,3.4,5.6,4.9
Islamic Development Bank,SA,Supranationals & Development Banks,1,2.5,0.9,6.1,4.4
Itau Unibanco SA (Nassau Branch),BS,Banks,0,6.8,5.2,6.0,2.7
J & J SNACK FOODS CORP,US,Food Products,1,1.9,1.6,4.8,3.9
"J B HUNT TRANSPORT SERVICES, INC",US,Road & Rail Transport,0,6.9,7.7,3.0,4.9
"J B HUNT TRANSPORT, INC",US,Road & Rail Transport,0,6.9,7.7,3.0,4.9
J D WETHERSPOON PLC,GB,Restaurants,0,6.4,2.2,4.7,6.4
"JA Solar Technology Co, Ltd",CN,Semiconductors & Semiconductor Equipment,1,2.4,6.5,4.1,1.9
JAB Holding Company sa rl,LU,Diversified Financials,1,1.6,3.8,6.3,1.3
JAB Holdings BV,NL,Diversified Financials,1,1.6,3.8,6.3,1.3
"JACCS CO, LTD",JP,Consumer Finance,1,2.0,9.3,4.3,2.5
"JACK HENRY & ASSOCIATES, INC",US,Software & Services,0,6.4,8.7,4.2,6.4
JACOBS ENGINEERING GROUP INC,US,Professional Services,0,6.3,4.9,4.8,5.7
JAGUAR LAND ROVER AUTOMOTIVE PLC,GB,Automobiles,1,2.3,5.1,1.5,3.0
JAMES HARDIE INDUSTRIES PUBLIC LIMITED COMPANY,IE,Construction Materials,0,7.1,3.8,3.6,7.4
"JAMES RIVER GROUP HOLDINGS, LTD",BM,Property & Casualty Insurance,1,1.7,4.0,2.4,5.8
"JAPAN POST BANK Co,Ltd",JP,Banks,1,2.7,3.8,3.5,3.6
"JAPAN POST HOLDINGS Co,Ltd",JP,Life & Health Insurance,0,6.4,8.4,5.5,2.9
JARDEN LLC,US,Household Durables,0,6.2,7.7,3.2,5.9
JAZZ PHARMACEUTICALS PUBLIC LIMITED COMPANY,IE,Pharmaceuticals,0,6.4,2.4,4.5,6.5
"JAZZ PHARMACEUTICALS, INC",US,Pharmaceuticals,0,6.4,2.4,4.5,6.5
"JB FINANCIAL GROUP CO,LTD",KR,Banks,0,5.9,4.5,3.7,5.5
JB HI-FI LIMITED,AU,Retail - Consumer Discretionary,0,6.6,1.4,4.2,6.9
"JB Woori Capital Co, Ltd",KR,Banks,0,5.9,4.5,3.7,5.5
JBG SMITH PROPERTIES,US,Real Estate Management & Services,0,6.1,7.7,4.4,5.7
"JCR Pharmaceuticals Co, Ltd",JP,Pharmaceuticals,1,2.8,2.5,4.4,2.6
JD Health International Inc,CN,Retail - Food & Staples,0,7.0,6.1,6.7,3.4
"JELD-WEN HOLDING, INC",US,Building Products,0,6.1,5.1,5.3,5.9
"JELD-WEN, INC",US,Building Products,0,6.1,5.1,5.3,5.9
JENOPTIK AG,DE,"Electronic Equipment, Instruments & Components",0,6.8,3.3,5.1,7.4
JET2 PLC,GB,Airlines,0,6.1,3.4,5.1,5.2
"JFE Holdings, Inc",JP,Steel,0,6.3,4.5,5.6,5.1
JHSF PARTICIPACOES SA,BR,Real Estate Management & Services,1,2.4,4.9,4.3,4.0
"JIANGSU YUYUE MEDICAL EQUIPMENT & SUPPLY CO, LTD",CN,Health Care Equipment & Supplies,1,2.6,6.7,5.9,1.6
"JIANGXI SPECIAL ELECTRIC MOTOR CO,LTD",CN,Electrical Equipment,1,1.9,4.4,7.8,2.3
"JIN AIR CO,LTD",KR,Airlines,1,1.9,4.0,4.6,1.6
JINS HOLDINGS Inc,JP,Retail - Consumer Discretionary,1,2.7,0.7,5.8,3.8
"JM HOLDINGS CO, LTD",JP,Retail - Food & Staples,1,1.6,1.9,3.5,2.6
JMDC Inc,JP,Health Care Equipment & Supplies,1,2.6,7.0,4.2,4.8
JOHN BEAN TECHNOLOGIES CORPORATION,US,Industrial Machinery,0,6.9,4.1,6.2,5.9
JOHN DEERE BANK SA,LU,Consumer Finance,0,6.2,4.8,4.4,5.2
JOHN DEERE CAPITAL CORPORATION,US,Consumer Finance,0,6.2,4.8,4.4,5.2
JOHN DEERE FINANCIAL INC,CA,Consumer Finance,0,6.2,4.8,4.4,5.2
JOHN DEERE FINANCIAL LIMITED,AU,Consumer Finance,0,6.2,4.8,4.4,5.2
JOHN DEERE LIMITED,GB,Construction & Farm Machinery & Heavy Trucks,0,6.2,4.8,4.4,5.2
"JOHN WILEY & SONS, INC",US,Media & Entertainment,0,6.3,5.7,5.4,4.4
JOHNSON OUTDOORS INC,US,Leisure Products,0,5.8,1.3,6.0,4.9
JOINT-STOCK COMPANY ALFA-BANK,UA,Banks,1,2.1,0.7,3.2,5.0
"JOSEPH T RYERSON & SON, INC",US,Steel,0,6.8,4.4,4.6,5.3
JOSUN HOTELS & RESORTS INC,KR,Retail - Food & Staples,1,1.6,2.0,3.2,3.2
JOY CITY PROPERTY LIMITED,HK,Real Estate Development & Diversified Activities,1,2.5,4.9,2.3,2.1
JP MORGAN BANK DUBLIN PUBLIC LIMITED COMPANY,IE,Banks,0,7.1,9.4,4.5,4.4
JP MORGAN CHASE COMMERCIAL MORTGAGE SECURITIES CORPORATION,US,Banks,0,7.1,9.4,4.5,4.4
JP MORGAN CHASE FINANCE LIMITED,GB,Banks,0,7.1,9.4,4.5,4.4
JP MORGAN INTERNATIONAL DERIVATIVES LTD,JE,Banks,0,7.1,9.4,4.5,4.4
JP MORGAN SECURITIES INDIA PRIVATE LIMITED,IN,Banks,0,7.1,9.4,4.5,4.4
JP MORGAN SECURITIES LLC,US,Banks,0,7.1,9.4,4.5,4.4
JP Morgan Bank Canada,CA,Banks,0,7.1,9.4,4.5,4.4
JP Morgan Structured Products BV,NL,Banks,0,7.1,9.4,4.5,4.4
JPMORGAN CHASE & CO,US,Banks,0,7.1,9.4,4.5,4.4
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",US,Banks,0,7.1,9.4,4.5,4.4
JPMORGAN CHASE FINANCIAL COMPANY LLC,US,Banks,0,7.1,9.4,4.5,4.4
"JPMorgan Chase Bank NA, (New York Branch)",US,Banks,0,7.1,9.4,4.5,4.4
"JPMorgan Chase Bank, National Association",CA,Banks,0,7.1,9.4,4.5,4.4
"JR TECHNOLOGY GROUP, LLC",US,Industrial Conglomerates,0,7.0,6.0,3.2,6.6
JSC GEORGIAN RAILWAY,GE,Road & Rail Transport,1,2.1,4.0,3.6,2.2
JSE Ltd,ZA,Diversified Financials,0,6.2,9.3,4.3,5.3
JSM Global Sa rl,LU,Retail - Consumer Discretionary,1,2.7,3.6,3.3,5.6
JSR Corporation,JP,Specialty Chemicals,0,5.9,6.2,2.8,5.1
JSW STEEL COATED PRODUCTS LIMITED,IN,Steel,1,2.4,3.0,3.6,2.7
JSW STEEL LIMITED,IN,Steel,1,2.4,3.0,3.6,2.7
JTEKT Corporation,JP,Auto Components,1,2.0,5.2,5.2,1.7
JTOWER Inc,JP,Construction & Engineering,1,2.3,2.1,2.7,3.2
"JUNIPER NETWORKS, INC",US,"Technology Hardware, Storage & Peripherals",0,6.4,2.9,4.9,5.5
JUVENTUS FC - SPA,IT,Media & Entertainment,0,6.9,8.1,6.6,4.2
JW PHARMACEUTICAL CORPORATION,KR,Pharmaceuticals,1,1.8,1.7,4.4,2.0
James Hardie International Finance Designated Activity Company,IE,Construction Materials,0,7.1,3.8,3.6,7.4
Janauba Transmissora de Energia Eletrica SA,BR,Utilities,0,6.1,7.5,4.3,3.8
"Japan Airlines Co, Ltd",JP,Airlines,1,2.8,2.5,4.5,2.5
"Japan Airport Terminal Co,Ltd",JP,Transportation Infrastructure,1,2.6,6.0,3.6,3.1
"Japan Aviation Electronics Industry, Limited",JP,"Electronic Equipment, Instruments & Components",0,6.8,5.7,5.2,4.5
Japan Display Inc,JP,"Electronic Equipment, Instruments & Components",1,2.6,4.9,5.1,1.1
"Japan Excellent, Inc",JP,Real Estate Management & Services,0,6.6,7.6,5.9,4.3
Japan Finance Organization for Municipalities,JP,Supranationals & Development Banks,0,6.5,1.9,7.2,7.1
"Japan Lifeline Co, Ltd",JP,Health Care Equipment & Supplies,0,6.3,7.6,6.0,4.8
Japan Material Co Ltd,JP,Semiconductors & Semiconductor Equipment,1,1.8,3.1,5.2,3.7
Japan Prime Realty Investment Corporation,JP,Real Estate Management & Services,0,6.8,7.3,5.2,4.8
"Japan Pulp & Paper Co, Ltd",JP,Trading Companies & Distributors,1,2.6,2.5,6.3,3.1
Japan Real Estate Investment Corporation,JP,Real Estate Management & Services,0,6.1,7.2,4.7,4.4
Jasmine International Public Company Limited,TH,Telecommunication Services,1,2.7,6.7,5.6,1.5
Jazz Investments I Limited,BM,Pharmaceuticals,0,6.4,2.4,4.5,6.5
Jazz Securities Designated Activity Company,IE,Pharmaceuticals,0,6.4,2.4,4.5,6.5
Jeil Pharmaceutical Co Ltd,KR,Pharmaceuticals,1,2.3,1.7,3.5,2.8
"Jeronimo Martins, SGPS, SA",PT,Retail - Food & Staples,0,6.8,7.0,4.4,5.0
"Jiangsu Cnano Technology Co, Ltd",CN,Specialty Chemicals,1,1.6,3.9,0.5,3.4
Jiangsu Expressway Company Limited,CN,Transportation Infrastructure,1,2.2,7.6,4.0,2.0
Jiangsu Hengli Hydraulic Co Ltd,CN,Industrial Machinery,1,2.0,3.4,4.2,3.8
"Jiangsu Hengrui Pharmaceuticals Co,Ltd",CN,Pharmaceuticals,1,2.8,4.5,3.5,3.2
"Jiangsu Hoperun Software Co, Ltd",CN,Software & Services,1,2.6,3.7,2.7,4.3
Jiangsu Kings Luck Brewery Joint-Stock Co Ltd,CN,Beverages,1,1.9,3.5,2.8,3.4
"Jiangsu Yangnong Chemical Co, Ltd",CN,Specialty Chemicals,1,2.0,3.7,3.1,2.3
"Jiangsu Zhongnan Construction Group Co, Ltd",CN,Real Estate Development & Diversified Activities,1,1.5,3.8,1.4,2.7
Jiangxi Copper Company Limited,CN,Metals and Mining - Non-Precious Metals,1,2.7,0.9,3.3,4.9
Jig-Saw Inc,JP,Software & Services,1,1.9,4.9,2.3,3.7
Jinxin Fertility Group Ltd,CN,Health Care Providers & Services,0,6.7,6.1,6.5,4.2
"Jiugui Liquor Co, Ltd",CN,Beverages,1,2.6,3.6,2.4,5.3
John Deere Canada Funding Inc,CA,Consumer Finance,0,6.2,4.8,4.4,5.2
John Deere Cash Management SARL,LU,Construction & Farm Machinery & Heavy Trucks,0,6.2,4.8,4.4,5.2
John Deere Credit Compania Financiera SA,AR,Construction & Farm Machinery & Heavy Trucks,0,6.2,4.8,4.4,5.2
Joint Stock Company National Company Kazakhstan Temir Zholy,KZ,Road & Rail Transport,1,2.6,7.6,2.7,2.6
"Jointown Pharmaceutical Group Co, Ltd",CN,Health Care Providers & Services,1,2.6,8.2,6.9,2.4
Joyful Honda Co Ltd,JP,Retail - Consumer Discretionary,0,5.9,4.2,4.6,5.3
Jubilee Metals Group PLC,GB,Metals and Mining - Precious Metals,1,1.6,1.2,2.8,5.4
"Juewei Food Co, Ltd",CN,Food Products,1,2.2,1.0,4.0,4.1
Julius Baer Gruppe AG,CH,Asset Management & Custody Banks,0,7.1,10.0,4.5,5.6
Jungheinrich AG,DE,Construction & Farm Machinery & Heavy Trucks,0,6.2,5.4,5.5,4.4
Just Eat Takeawaycom NV,NL,Retail - Consumer Discretionary,0,6.6,1.5,5.5,6.4
K N CAPITAL TRUST I,US,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.5,5.0,5.9,5.3
K N CAPITAL TRUST III,US,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.5,5.0,5.9,5.3
K+S Aktiengesellschaft,DE,Specialty Chemicals,0,6.9,5.2,7.0,6.7
"K2 SPORTS, LLC",US,Household Durables,0,6.2,7.7,3.2,5.9
KABE Group AB,SE,Automobiles,0,6.6,5.4,4.4,4.9
"KAGA ELECTRONICS CO,LTD",JP,"Electronic Equipment, Instruments & Components",1,1.6,5.3,4.0,4.4
KAJIMA CORPORATION,JP,Construction & Engineering,0,6.0,5.2,7.0,4.3
KALPATARU POWER TRANSMISSION LIMITED,IN,Construction & Engineering,1,2.6,4.1,1.6,2.4
KAMAN CORPORATION,US,Aerospace & Defense,0,7.0,2.9,4.8,5.9
"KANDENKO CO,LTD",JP,Construction & Engineering,1,2.3,4.5,4.2,1.4
KANEKA CORPORATION,JP,Commodity Chemicals,0,6.5,5.2,2.8,4.4
"KANSAI PAINT CO,LTD",JP,Specialty Chemicals,0,6.5,7.3,2.7,3.5
KANSAS CITY SOUTHERN,US,Road & Rail Transport,0,6.7,5.6,3.2,6.7
"KANTO DENKA KOGYO CO,LTD",JP,Specialty Chemicals,1,2.4,4.3,0.5,2.7
KAPE TECHNOLOGIES PLC,GB,Software & Services,1,1.7,7.0,1.4,5.1
"KAPPA CREATE CO, LTD",JP,Restaurants,1,1.45,0.9,4.3,3.2
KAROON ENERGY LTD,AU,Oil & Gas Exploration & Production,0,6.3,3.7,6.4,7.3
"KATITAS Co,Ltd",JP,Real Estate Development & Diversified Activities,1,2.5,3.3,3.6,4.7
KAUFMAN & BROAD SA,FR,Real Estate Development & Diversified Activities,0,5.9,4.5,4.8,6.2
KB HOME,US,Real Estate Development & Diversified Activities,0,6.1,7.0,5.1,4.8
KCA DEUTAG ALPHA LIMITED,GB,Energy Equipment & Services,1,2.4,3.9,4.9,5.1
KCA DEUTAG UK FINANCE PLC,GB,Energy Equipment & Services,1,2.4,3.9,4.9,5.1
KCA DEUTAG US FINANCE LLC,US,Energy Equipment & Services,1,2.4,3.9,4.9,5.1
KDB Asia Limited,HK,Supranationals & Development Banks,0,6.3,4.7,6.4,5.1
KDB CAPITAL CORPORATION,KR,Supranationals & Development Banks,0,6.3,4.7,6.4,5.1
"KDB Life Insurance Co, Ltd",KR,Supranationals & Development Banks,0,6.3,4.7,6.4,5.1
KEARNY BANK,US,Banks,1,2.2,1.4,3.0,4.0
KEARNY FINANCIAL CORP,US,Banks,1,2.2,1.4,3.0,4.0
KEB HANA BANK,GB,Banks,0,7.0,5.4,4.4,5.7
KEB HANA BANK (CHINA) COMPANY LIMITED,CN,Banks,0,7.0,5.4,4.4,5.7
KEB Hana Bank,KR,Banks,0,7.0,5.4,4.4,5.7
KEB Hana Bank (Hong Kong Branch),HK,Banks,0,7.0,5.4,4.4,5.7
"KEB Hana Bank USA, National Association",US,Banks,0,7.0,5.4,4.4,5.7
"KEB HanaCard Co, Ltd",KR,Banks,0,7.0,5.4,4.4,5.7
KEC INTERNATIONAL LIMITED,IN,Construction & Engineering,1,1.5,3.5,0.8,3.0
KENON HOLDINGS LTD,SG,Utilities,1,2.1,3.1,0.6,4.1
KENTUCKY POWER COMPANY,US,Utilities,0,7.1,7.0,7.1,6.2
"KEPCO Engineering & Construction Company, Inc",KR,Construction & Engineering,1,1.5,5.5,3.0,1.5
KEPPEL REIT MTN PTE LTD,SG,Real Estate Management & Services,0,6.6,7.1,3.5,6.4
KEYERA CORP,CA,"Oil & Gas Refining, Marketing, Transportation & Storage",0,6.7,4.3,5.7,6.6
KEYWORDS STUDIOS PLC,IE,Software & Services,0,6.7,4.1,4.5,6.2
"KFC Holdings Japan, Ltd",JP,Restaurants,1,1.8,1.6,4.0,4.3
"KH Neochem Co, Ltd",JP,Commodity Chemicals,1,1.6,2.9,0.8,3.7
KIA CORPORATION,KR,Automobiles,1,2.3,6.3,2.0,2.7
KIATNAKIN PHATRA BANK PUBLIC COMPANY LIMITED,TH,Banks,0,6.2,4.0,4.8,4.1
